open_time,open,high,low,close,volume
2026-08-17 16:55:00,1905.38,1907.58,1905.38,1907.22,493.134
2026-08-17 17:00:00,1907.21,1907.22,1905.73,1905.74,405.7372
2026-08-17 17:05:00,1905.73,1906.76,1905.65,1906.07,525.793
2026-08-17 17:10:00,1906.08,1907.0,1905.01,1905.21,1290.9396
2026-08-17 17:15:00,1905.21,1911.68,1905.0,1910.72,1853.6222
2026-08-17 17:20:00,1910.72,1914.19,1910.61,1912.06,1278.6898
2026-08-17 17:25:00,1912.06,1912.06,1908.56,1908.64,866.6902
2026-08-17 17:30:00,1908.65,1908.65,1906.69,1907.25,332.9876
2026-08-17 17:35:00,1907.24,1909.55,1904.59,1908.11,1092.5808
2026-08-17 17:40:00,1908.11,1909.44,1907.76,1907.86,411.4692
2026-08-17 17:45:00,1907.85,1909.77,1907.85,1908.93,241.6677
2026-08-17 17:50:00,1908.93,1909.37,1908.46,1909.07,489.2784
2026-08-17 17:55:00,1909.08,1909.52,1908.9,1908.91,137.3121
2026-08-17 18:00:00,1908.9,1909.19,1907.76,1909.02,308.0542
2026-08-17 18:05:00,1909.02,1909.18,1907.33,1907.71,397.5511
2026-08-17 18:10:00,1907.71,1909.77,1907.36,1908.74,407.32
2026-08-17 18:15:00,1908.75,1911.82,1908.54,1909.79,388.6543
2026-08-17 18:20:00,1909.79,1912.91,1909.08,1911.2,888.021
2026-08-17 18:25:00,1911.19,1912.0,1910.1,1910.62,640.5397
2026-08-17 18:30:00,1910.63,1910.89,1908.54,1909.57,378.9096
2026-08-17 18:35:00,1909.57,1911.07,1909.26,1909.53,557.5817
2026-08-17 18:40:00,1909.54,1911.02,1909.03,1910.82,483.6299
2026-08-17 18:45:00,1910.82,1910.82,1909.27,1910.17,221.4009
2026-08-17 18:50:00,1910.17,1911.52,1909.76,1910.3,714.3158
2026-08-17 18:55:00,1910.29,1910.65,1909.8,1910.01,208.8461
2026-08-17 19:00:00,1910.0,1910.0,1907.13,1907.97,503.4546
2026-08-17 19:05:00,1907.97,1910.2,1907.97,1909.62,278.4509
2026-08-17 19:10:00,1909.61,1909.61,1906.91,1906.92,222.7919
2026-08-17 19:15:00,1906.91,1908.68,1906.91,1907.01,433.7701
2026-08-17 19:20:00,1907.01,1908.61,1906.69,1908.09,355.978
2026-08-17 19:25:00,1908.09,1910.43,1907.82,1909.84,200.7016
2026-08-17 19:30:00,1909.83,1909.83,1907.85,1908.0,373.5624
2026-08-17 19:35:00,1908.0,1910.6,1907.73,1910.37,322.5033
2026-08-17 19:40:00,1910.36,1910.92,1909.39,1909.64,274.6686
2026-08-17 19:45:00,1909.63,1909.64,1908.88,1908.89,128.4999
2026-08-17 19:50:00,1908.89,1908.98,1907.86,1908.03,217.4818
2026-08-17 19:55:00,1908.04,1908.28,1907.1,1907.25,413.6176
2026-08-17 20:00:00,1907.24,1907.64,1906.13,1906.62,243.5867
2026-08-17 20:05:00,1906.61,1906.66,1905.88,1906.54,223.8303
2026-08-17 20:10:00,1906.53,1906.9,1906.11,1906.62,147.1718
2026-08-17 20:15:00,1906.63,1906.63,1905.0,1905.38,473.8838
2026-08-17 20:20:00,1905.37,1907.27,1905.24,1907.26,351.3036
2026-08-17 20:25:00,1907.26,1909.18,1906.9,1908.81,548.7014
2026-08-17 20:30:00,1908.81,1909.1,1907.53,1907.84,273.3032
2026-08-17 20:35:00,1907.85,1908.62,1907.19,1907.87,442.5303
2026-08-17 20:40:00,1907.86,1910.6,1907.86,1910.6,372.2045
2026-08-17 20:45:00,1910.6,1910.77,1907.91,1907.93,432.2411
2026-08-17 20:50:00,1907.92,1907.93,1905.32,1905.74,615.0
2026-08-17 20:55:00,1905.74,1907.2,1905.67,1906.73,360.7627
2026-08-17 21:00:00,1906.73,1907.89,1906.36,1907.89,431.1986
2026-08-17 21:05:00,1907.89,1908.7,1907.7,1908.7,645.5646
2026-08-17 21:10:00,1908.71,1908.82,1907.28,1908.15,384.383
2026-08-17 21:15:00,1908.15,1908.49,1907.2,1907.36,141.5374
2026-08-17 21:20:00,1907.37,1907.45,1906.07,1906.36,90.7837
2026-08-17 21:25:00,1906.37,1906.37,1906.11,1906.24,145.572
2026-08-17 21:30:00,1906.23,1907.62,1906.07,1907.15,235.038
2026-08-17 21:35:00,1907.14,1907.15,1906.09,1906.69,159.3694
2026-08-17 21:40:00,1906.69,1907.35,1905.91,1906.31,244.1141
2026-08-17 21:45:00,1906.31,1906.87,1905.99,1906.21,245.5449
2026-08-17 21:50:00,1906.2,1907.06,1906.17,1906.3,101.8696
2026-08-17 21:55:00,1906.29,1906.93,1906.17,1906.35,133.0252
2026-08-17 22:00:00,1906.35,1908.03,1906.32,1906.7,322.9639
2026-08-17 22:05:00,1906.7,1906.7,1905.64,1905.68,233.6483
2026-08-17 22:10:00,1905.68,1905.69,1905.2,1905.23,241.7093
2026-08-17 22:15:00,1905.22,1905.24,1903.95,1904.03,154.1991
2026-08-17 22:20:00,1904.03,1906.06,1903.59,1905.52,312.0301
2026-08-17 22:25:00,1905.52,1905.52,1904.22,1904.22,59.9905
2026-08-17 22:30:00,1904.21,1904.21,1903.59,1903.94,165.1957
2026-08-17 22:35:00,1903.93,1905.17,1903.82,1904.23,153.4731
2026-08-17 22:40:00,1904.24,1904.54,1904.16,1904.53,65.0296
2026-08-17 22:45:00,1904.53,1904.89,1904.34,1904.41,93.6948
2026-08-17 22:50:00,1904.4,1904.78,1904.24,1904.61,191.258
2026-08-17 22:55:00,1904.61,1904.62,1904.37,1904.55,86.8368
2026-08-17 23:00:00,1904.56,1904.98,1904.01,1904.75,457.3028
2026-08-17 23:05:00,1904.76,1906.77,1904.75,1906.77,192.4429
2026-08-17 23:10:00,1906.76,1908.36,1906.76,1908.03,283.7954
2026-08-17 23:15:00,1908.03,1910.45,1908.0,1910.37,399.4906
2026-08-17 23:20:00,1910.36,1911.56,1910.25,1911.43,236.7785
2026-08-17 23:25:00,1911.42,1915.33,1911.42,1915.33,1422.0317
2026-08-17 23:30:00,1915.33,1918.71,1914.07,1917.81,2362.2382
2026-08-17 23:35:00,1917.82,1917.82,1914.64,1914.64,288.896
2026-08-17 23:40:00,1914.64,1914.65,1912.54,1912.55,737.8223
2026-08-17 23:45:00,1912.55,1914.48,1912.44,1914.36,222.1838
2026-08-17 23:50:00,1914.37,1914.37,1913.14,1913.78,210.3521
2026-08-17 23:55:00,1913.77,1914.14,1912.41,1913.6,323.2062
2026-08-18 00:00:00,1913.59,1914.38,1911.33,1911.81,576.2585
2026-08-18 00:05:00,1911.82,1911.82,1910.37,1910.68,304.126
2026-08-18 00:10:00,1910.69,1910.69,1910.21,1910.67,152.3073
2026-08-18 00:15:00,1910.68,1912.8,1910.67,1911.34,318.0808
2026-08-18 00:20:00,1911.33,1913.0,1911.0,1911.62,347.8303
2026-08-18 00:25:00,1911.63,1912.34,1911.11,1911.92,216.0564
2026-08-18 00:30:00,1911.92,1911.92,1910.69,1911.24,165.3813
2026-08-18 00:35:00,1911.25,1911.26,1909.76,1909.76,405.7839
2026-08-18 00:40:00,1909.77,1910.12,1908.62,1909.88,468.7937
2026-08-18 00:45:00,1909.89,1909.89,1909.28,1909.66,174.0173
2026-08-18 00:50:00,1909.66,1910.25,1909.01,1909.01,291.0503
2026-08-18 00:55:00,1909.01,1910.11,1909.01,1910.11,189.0355
2026-08-18 01:00:00,1910.12,1910.33,1908.26,1908.26,374.6291
2026-08-18 01:05:00,1908.25,1908.29,1906.81,1907.01,406.0802
2026-08-18 01:10:00,1907.0,1908.66,1906.21,1908.24,219.7648
2026-08-18 01:15:00,1908.24,1908.47,1907.09,1907.12,202.7984
2026-08-18 01:20:00,1907.13,1908.12,1907.13,1908.0,137.723
2026-08-18 01:25:00,1908.0,1908.01,1906.87,1907.31,170.1548
2026-08-18 01:30:00,1907.31,1907.95,1907.04,1907.41,200.8801
2026-08-18 01:35:00,1907.41,1907.42,1906.88,1906.96,164.5263
2026-08-18 01:40:00,1906.96,1906.96,1903.93,1905.14,474.2436
2026-08-18 01:45:00,1905.15,1905.15,1902.0,1903.38,810.2348
2026-08-18 01:50:00,1903.39,1903.75,1899.78,1900.29,1560.1599
2026-08-18 01:55:00,1900.28,1901.54,1899.85,1901.54,665.2733
2026-08-18 02:00:00,1901.53,1902.13,1900.56,1901.56,439.6368
2026-08-18 02:05:00,1901.56,1903.6,1901.56,1902.24,530.5025
2026-08-18 02:10:00,1902.24,1902.24,1899.77,1899.78,606.2476
2026-08-18 02:15:00,1899.77,1900.0,1899.0,1900.0,619.7237
2026-08-18 02:20:00,1899.99,1900.69,1899.99,1900.01,293.6463
2026-08-18 02:25:00,1900.01,1900.01,1897.75,1897.76,564.0783
2026-08-18 02:30:00,1897.75,1897.75,1896.18,1897.16,480.0058
2026-08-18 02:35:00,1897.16,1898.22,1896.12,1897.62,370.9931
2026-08-18 02:40:00,1897.62,1898.18,1894.06,1894.6,515.5632
2026-08-18 02:45:00,1894.6,1895.87,1889.28,1895.87,3101.1949
2026-08-18 02:50:00,1895.87,1896.64,1894.29,1894.73,624.7191
2026-08-18 02:55:00,1894.74,1894.74,1890.99,1893.19,1194.8454
2026-08-18 03:00:00,1893.19,1895.3,1892.51,1893.57,544.0003
2026-08-18 03:05:00,1893.56,1894.33,1893.0,1893.05,423.7335
2026-08-18 03:10:00,1893.05,1893.18,1891.58,1891.66,459.7573
2026-08-18 03:15:00,1891.66,1893.9,1891.66,1893.9,473.9306
2026-08-18 03:20:00,1893.89,1893.89,1889.25,1890.42,1063.9175
2026-08-18 03:25:00,1890.42,1891.4,1890.27,1891.03,940.5817
2026-08-18 03:30:00,1891.03,1891.03,1885.78,1888.6,2094.9059
2026-08-18 03:35:00,1888.6,1893.54,1887.95,1893.31,862.7007
2026-08-18 03:40:00,1893.31,1895.46,1893.13,1895.46,663.3908
2026-08-18 03:45:00,1895.45,1895.49,1893.72,1894.45,521.3278
2026-08-18 03:50:00,1894.44,1895.23,1894.01,1894.51,385.6511
2026-08-18 03:55:00,1894.51,1895.01,1893.99,1894.69,999.2492
2026-08-18 04:00:00,1894.68,1894.68,1891.53,1892.56,522.2776
2026-08-18 04:05:00,1892.55,1894.33,1892.55,1893.96,237.6014
2026-08-18 04:10:00,1893.96,1895.5,1893.95,1895.08,301.0314
2026-08-18 04:15:00,1895.08,1895.08,1894.03,1894.04,107.2552
2026-08-18 04:20:00,1894.04,1894.59,1893.88,1894.19,237.2121
2026-08-18 04:25:00,1894.19,1894.85,1894.0,1894.85,555.4503
2026-08-18 04:30:00,1894.85,1897.03,1894.85,1896.73,355.5491
2026-08-18 04:35:00,1896.72,1897.29,1896.48,1896.49,635.7449
2026-08-18 04:40:00,1896.49,1897.43,1896.48,1896.88,516.3681
2026-08-18 04:45:00,1896.89,1897.7,1895.85,1895.86,221.7227
2026-08-18 04:50:00,1895.85,1896.84,1895.85,1896.83,209.5913
2026-08-18 04:55:00,1896.84,1897.18,1896.66,1896.66,112.4148
2026-08-18 05:00:00,1896.66,1896.67,1895.16,1896.56,335.5399
2026-08-18 05:05:00,1896.57,1898.95,1896.56,1898.77,311.073
2026-08-18 05:10:00,1898.78,1898.78,1897.18,1897.84,390.713
2026-08-18 05:15:00,1897.84,1898.59,1897.43,1897.95,408.4059
2026-08-18 05:20:00,1897.96,1898.14,1896.0,1896.01,332.1467
2026-08-18 05:25:00,1896.0,1896.52,1895.86,1896.11,648.0867
2026-08-18 05:30:00,1896.1,1896.11,1894.46,1894.47,557.6952
2026-08-18 05:35:00,1894.46,1894.56,1892.75,1894.4,542.0526
2026-08-18 05:40:00,1894.41,1896.93,1894.4,1896.9,245.2769
2026-08-18 05:45:00,1896.9,1896.91,1895.37,1896.06,196.2266
2026-08-18 05:50:00,1896.07,1896.72,1895.11,1896.54,155.3924
2026-08-18 05:55:00,1896.54,1896.54,1895.63,1895.63,427.9373
2026-08-18 06:00:00,1895.62,1895.62,1893.97,1894.42,523.3103
2026-08-18 06:05:00,1894.41,1895.37,1893.64,1895.37,436.9524
2026-08-18 06:10:00,1895.37,1897.09,1894.98,1896.33,338.1507
2026-08-18 06:15:00,1896.33,1898.44,1896.32,1897.34,458.5659
2026-08-18 06:20:00,1897.35,1900.0,1897.34,1899.92,388.6318
2026-08-18 06:25:00,1899.93,1900.6,1899.48,1900.08,474.5574
2026-08-18 06:30:00,1900.09,1902.73,1900.09,1901.19,381.0703
2026-08-18 06:35:00,1901.2,1903.34,1900.9,1903.11,266.9462
2026-08-18 06:40:00,1903.11,1906.94,1903.11,1905.49,1026.8412
2026-08-18 06:45:00,1905.49,1906.16,1903.04,1903.23,398.4287
2026-08-18 06:50:00,1903.23,1903.24,1902.06,1902.06,166.0021
2026-08-18 06:55:00,1902.07,1902.84,1901.09,1902.83,252.4671
2026-08-18 07:00:00,1902.84,1903.27,1901.53,1902.46,396.496
2026-08-18 07:05:00,1902.47,1902.84,1902.27,1902.32,257.8854
2026-08-18 07:10:00,1902.32,1902.49,1901.92,1902.48,241.2436
2026-08-18 07:15:00,1902.48,1902.84,1901.82,1901.91,207.0667
2026-08-18 07:20:00,1901.91,1901.91,1900.86,1900.96,261.4363
2026-08-18 07:25:00,1900.95,1901.06,1899.48,1899.48,235.2498
2026-08-18 07:30:00,1899.48,1900.68,1898.92,1899.52,632.5977
2026-08-18 07:35:00,1899.53,1902.34,1899.52,1900.9,570.6565
2026-08-18 07:40:00,1900.91,1901.42,1900.34,1900.35,508.2431
2026-08-18 07:45:00,1900.34,1900.35,1897.63,1897.64,722.9268
2026-08-18 07:50:00,1897.63,1898.92,1897.07,1898.24,960.8146
2026-08-18 07:55:00,1898.25,1899.18,1898.09,1898.84,884.4396
2026-08-18 08:00:00,1898.83,1899.04,1896.23,1896.54,734.7758
2026-08-18 08:05:00,1896.54,1896.54,1893.8,1895.58,546.9821
2026-08-18 08:10:00,1895.59,1897.28,1894.9,1897.18,396.9089
2026-08-18 08:15:00,1897.19,1900.4,1897.19,1900.39,1037.3365
2026-08-18 08:20:00,1900.4,1900.4,1897.21,1897.57,834.2398
2026-08-18 08:25:00,1897.57,1899.08,1897.42,1897.82,418.0383
2026-08-18 08:30:00,1897.82,1899.35,1897.43,1898.94,212.9998
2026-08-18 08:35:00,1898.95,1901.83,1898.94,1901.62,260.2406
2026-08-18 08:40:00,1901.62,1901.62,1900.0,1900.01,208.5431
2026-08-18 08:45:00,1900.0,1900.01,1898.1,1898.37,246.2151
2026-08-18 08:50:00,1898.37,1900.37,1898.25,1899.87,699.0139
2026-08-18 08:55:00,1899.87,1900.39,1899.71,1900.3,99.7835
2026-08-18 09:00:00,1900.31,1900.31,1898.76,1899.12,241.7741
2026-08-18 09:05:00,1899.12,1899.14,1898.23,1898.57,340.0092
2026-08-18 09:10:00,1898.58,1899.32,1898.58,1898.97,144.3589
2026-08-18 09:15:00,1898.97,1899.11,1896.73,1896.74,419.4394
2026-08-18 09:20:00,1896.73,1897.07,1896.02,1896.06,982.6084
2026-08-18 09:25:00,1896.06,1896.62,1895.58,1896.36,521.9164
2026-08-18 09:30:00,1896.37,1897.46,1896.12,1897.45,610.0591
2026-08-18 09:35:00,1897.45,1897.75,1896.56,1896.82,402.5009
2026-08-18 09:40:00,1896.81,1897.42,1895.87,1896.58,1231.6164
2026-08-18 09:45:00,1896.57,1897.52,1896.03,1896.84,407.6823
2026-08-18 09:50:00,1896.84,1897.21,1895.95,1896.9,220.8271
2026-08-18 09:55:00,1896.9,1897.29,1896.9,1896.93,218.7503
2026-08-18 10:00:00,1896.93,1898.38,1895.69,1898.07,431.8747
2026-08-18 10:05:00,1898.07,1898.07,1895.95,1896.3,185.4786
2026-08-18 10:10:00,1896.3,1896.31,1895.21,1896.12,162.954
2026-08-18 10:15:00,1896.12,1897.0,1896.12,1896.69,192.0048
2026-08-18 10:20:00,1896.69,1896.69,1895.4,1896.01,266.9365
2026-08-18 10:25:00,1896.01,1896.77,1896.01,1896.77,157.099
2026-08-18 10:30:00,1896.78,1897.68,1896.69,1897.46,152.5431
2026-08-18 10:35:00,1897.46,1899.56,1897.46,1898.2,429.6916
2026-08-18 10:40:00,1898.2,1898.38,1897.49,1897.49,580.5851
2026-08-18 10:45:00,1897.49,1898.21,1897.49,1898.07,264.6646
2026-08-18 10:50:00,1898.07,1898.09,1897.93,1897.94,158.9169
2026-08-18 10:55:00,1897.94,1898.35,1897.93,1898.02,145.626
2026-08-18 11:00:00,1898.01,1900.98,1897.65,1900.14,809.8059
2026-08-18 11:05:00,1900.13,1900.53,1899.23,1900.52,127.8823
2026-08-18 11:10:00,1900.53,1902.01,1900.52,1902.0,362.8551
2026-08-18 11:15:00,1902.01,1903.6,1902.0,1903.27,401.8655
2026-08-18 11:20:00,1903.27,1905.0,1903.13,1905.0,397.4598
2026-08-18 11:25:00,1905.0,1905.65,1904.82,1904.89,748.5062
2026-08-18 11:30:00,1904.89,1904.9,1903.91,1904.36,311.3134
2026-08-18 11:35:00,1904.37,1904.37,1904.0,1904.19,129.5162
2026-08-18 11:40:00,1904.2,1905.32,1904.2,1904.58,290.8732
2026-08-18 11:45:00,1904.58,1905.17,1903.71,1903.87,344.3657
2026-08-18 11:50:00,1903.88,1904.11,1903.01,1903.23,168.8373
2026-08-18 11:55:00,1903.23,1903.24,1902.77,1903.11,221.2067
2026-08-18 12:00:00,1903.12,1903.12,1901.74,1902.92,225.3536
2026-08-18 12:05:00,1902.93,1904.07,1901.53,1901.74,212.2253
2026-08-18 12:10:00,1901.74,1901.74,1901.05,1901.6,286.7371
2026-08-18 12:15:00,1901.6,1901.61,1900.72,1900.73,238.3649
2026-08-18 12:20:00,1900.73,1902.73,1900.72,1901.3,255.4486
2026-08-18 12:25:00,1901.3,1901.6,1901.29,1901.59,80.2221
2026-08-18 12:30:00,1901.59,1901.78,1900.41,1901.78,287.8109
2026-08-18 12:35:00,1901.78,1901.82,1900.32,1900.6,186.2203
2026-08-18 12:40:00,1900.61,1900.75,1899.61,1899.61,313.9985
2026-08-18 12:45:00,1899.6,1900.36,1899.11,1900.15,161.6413
2026-08-18 12:50:00,1900.16,1900.96,1900.15,1900.23,125.6582
2026-08-18 12:55:00,1900.22,1900.22,1899.48,1899.48,320.397
2026-08-18 13:00:00,1899.48,1899.48,1897.16,1897.87,422.2523
2026-08-18 13:05:00,1897.87,1897.91,1897.5,1897.74,221.8509
2026-08-18 13:10:00,1897.74,1898.53,1897.73,1898.11,178.3328
2026-08-18 13:15:00,1898.11,1898.11,1897.02,1897.44,163.5573
2026-08-18 13:20:00,1897.45,1897.45,1896.17,1896.67,315.7183
2026-08-18 13:25:00,1896.67,1897.2,1895.64,1895.8,380.1455
2026-08-18 13:30:00,1895.8,1898.49,1894.28,1895.81,1751.0021
2026-08-18 13:35:00,1895.81,1899.71,1894.0,1899.7,1023.3294
2026-08-18 13:40:00,1899.7,1900.0,1896.57,1897.28,591.8815
2026-08-18 13:45:00,1897.27,1899.24,1896.34,1898.08,347.1216
2026-08-18 13:50:00,1898.09,1900.0,1895.14,1895.38,463.3819
2026-08-18 13:55:00,1895.37,1898.27,1894.72,1897.84,434.5339
2026-08-18 14:00:00,1897.84,1902.08,1897.77,1902.06,767.5402
2026-08-18 14:05:00,1902.06,1902.32,1898.91,1898.91,401.7229
2026-08-18 14:10:00,1898.91,1898.91,1897.69,1897.93,344.9282
2026-08-18 14:15:00,1897.92,1903.43,1897.31,1902.8,516.2808
2026-08-18 14:20:00,1902.8,1909.48,1902.14,1909.19,2083.6105
2026-08-18 14:25:00,1909.18,1919.7,1909.11,1918.23,5528.3989
2026-08-18 14:30:00,1918.23,1923.27,1914.1,1914.66,4848.2111
2026-08-18 14:35:00,1914.67,1915.48,1912.2,1912.72,1233.6622
2026-08-18 14:40:00,1912.73,1915.42,1911.22,1912.36,1602.421
2026-08-18 14:45:00,1912.36,1914.13,1912.11,1914.13,873.5954
2026-08-18 14:50:00,1914.14,1915.76,1909.22,1912.4,1210.4828
2026-08-18 14:55:00,1912.39,1913.0,1910.9,1911.02,622.9508
2026-08-18 15:00:00,1911.03,1917.27,1911.03,1915.44,3502.7383
2026-08-18 15:05:00,1915.44,1915.92,1910.21,1910.45,1180.4831
2026-08-18 15:10:00,1910.45,1913.33,1908.44,1912.66,979.9226
2026-08-18 15:15:00,1912.66,1915.0,1912.33,1914.47,850.2479
2026-08-18 15:20:00,1914.46,1915.44,1912.71,1913.93,855.4004
2026-08-18 15:25:00,1913.93,1917.0,1913.18,1916.01,845.0242
2026-08-18 15:30:00,1916.01,1918.51,1915.43,1918.5,1092.3849
2026-08-18 15:35:00,1918.51,1919.93,1917.45,1917.91,1283.8249
2026-08-18 15:40:00,1917.91,1918.79,1916.96,1916.97,503.0135
2026-08-18 15:45:00,1916.96,1918.63,1915.92,1915.93,1160.8955
2026-08-18 15:50:00,1915.93,1918.51,1915.7,1917.88,820.8799
2026-08-18 15:55:00,1917.88,1917.88,1916.49,1917.7,547.057
2026-08-18 16:00:00,1917.71,1918.18,1916.44,1916.99,695.4045
2026-08-18 16:05:00,1916.99,1919.4,1916.05,1916.68,670.358
2026-08-18 16:10:00,1916.68,1916.69,1914.67,1914.95,592.1013
2026-08-18 16:15:00,1914.95,1915.25,1914.05,1915.25,454.9662
2026-08-18 16:20:00,1915.26,1915.77,1915.07,1915.73,323.1567
2026-08-18 16:25:00,1915.73,1915.92,1913.5,1913.68,442.5366
2026-08-18 16:30:00,1913.68,1915.83,1912.78,1915.17,1164.1096
2026-08-18 16:35:00,1915.18,1916.85,1914.62,1916.58,785.1582
2026-08-18 16:40:00,1916.57,1918.9,1916.5,1918.27,627.2902
2026-08-18 16:45:00,1918.27,1922.3,1917.88,1919.57,1366.1976
2026-08-18 16:50:00,1919.56,1919.57,1918.21,1918.31,321.9535
2026-08-18 16:55:00,1918.3,1918.95,1917.98,1918.47,614.0078
2026-08-18 17:00:00,1918.47,1918.62,1915.67,1916.69,667.3718
2026-08-18 17:05:00,1916.69,1916.69,1915.06,1915.71,615.8941
2026-08-18 17:10:00,1915.71,1915.71,1914.78,1915.7,359.335
2026-08-18 17:15:00,1915.71,1915.71,1914.53,1915.7,261.2014
2026-08-18 17:20:00,1915.71,1917.0,1915.7,1915.97,396.2901
2026-08-18 17:25:00,1915.97,1916.4,1915.62,1916.31,281.219
2026-08-18 17:30:00,1916.31,1916.39,1914.09,1914.1,1009.8788
2026-08-18 17:35:00,1914.09,1915.56,1913.0,1915.2,810.698
2026-08-18 17:40:00,1915.19,1915.19,1913.5,1914.16,415.9317
2026-08-18 17:45:00,1914.15,1914.41,1913.09,1913.18,230.2819
2026-08-18 17:50:00,1913.19,1913.73,1912.65,1913.08,347.342
